PALAVRAS DA ARVORE AVL COM A QUANTIDADE DE OCORRENCIAS
PALAVRA: a                             	Qtde: 21728
PALAVRA: lands                         	Qtde: 32
PALAVRA: landscape                     	Qtde: 32
PALAVRA: lanes                         	Qtde: 32
PALAVRA: language                      	Qtde: 16
PALAVRA: languid                       	Qtde: 16
PALAVRA: lantern                       	Qtde: 16
PALAVRA: large                         	Qtde: 256
PALAVRA: largely                       	Qtde: 16
PALAVRA: larger                        	Qtde: 48
PALAVRA: lass                          	Qtde: 16
PALAVRA: last                          	Qtde: 1184
PALAVRA: latch                         	Qtde: 16
PALAVRA: late                          	Qtde: 256
PALAVRA: later                         	Qtde: 128
PALAVRA: latest                        	Qtde: 16
PALAVRA: latter                        	Qtde: 160
PALAVRA: lattice                       	Qtde: 16
PALAVRA: latticed                      	Qtde: 16
PALAVRA: laugh                         	Qtde: 80
PALAVRA: laughed                       	Qtde: 80
PALAVRA: laughing                      	Qtde: 16
PALAVRA: laughter                      	Qtde: 16
PALAVRA: laura                         	Qtde: 176
PALAVRA: law                           	Qtde: 128
PALAVRA: laws                          	Qtde: 176
PALAVRA: lawsuits                      	Qtde: 16
PALAVRA: lawyer                        	Qtde: 32
PALAVRA: lay                           	Qtde: 576
PALAVRA: laying                        	Qtde: 16
PALAVRA: lbut                          	Qtde: 16
PALAVRA: lead                          	Qtde: 16
PALAVRA: leaded                        	Qtde: 16
PALAVRA: leader                        	Qtde: 32
PALAVRA: leading                       	Qtde: 64
PALAVRA: leads                         	Qtde: 80
PALAVRA: leagues                       	Qtde: 16
PALAVRA: leaned                        	Qtde: 112
PALAVRA: leanjawed                     	Qtde: 48
PALAVRA: leaped                        	Qtde: 32
PALAVRA: leaping                       	Qtde: 16
PALAVRA: learn                         	Qtde: 96
PALAVRA: learned                       	Qtde: 272
PALAVRA: least                         	Qtde: 304
PALAVRA: leather                       	Qtde: 16
PALAVRA: leathers                      	Qtde: 16
PALAVRA: leave                         	Qtde: 352
PALAVRA: leaves                        	Qtde: 80
PALAVRA: leaving                       	Qtde: 64
PALAVRA: led                           	Qtde: 176
PALAVRA: leeds                         	Qtde: 16
PALAVRA: left                          	Qtde: 688
PALAVRA: legacy                        	Qtde: 16
PALAVRA: legal                         	Qtde: 48
PALAVRA: legally                       	Qtde: 16
PALAVRA: legend                        	Qtde: 192
PALAVRA: legends                       	Qtde: 16
PALAVRA: legible                       	Qtde: 32
PALAVRA: legislation                   	Qtde: 16
PALAVRA: legs                          	Qtde: 16
PALAVRA: leisure                       	Qtde: 16
PALAVRA: length                        	Qtde: 80
PALAVRA: lengthened                    	Qtde: 16
PALAVRA: lens                          	Qtde: 32
PALAVRA: lepidoptera                   	Qtde: 16
PALAVRA: les                           	Qtde: 16
PALAVRA: less                          	Qtde: 176
PALAVRA: lessons                       	Qtde: 16
PALAVRA: lest                          	Qtde: 32
PALAVRA: lestrade                      	Qtde: 144
PALAVRA: let                           	Qtde: 368
PALAVRA: letter                        	Qtde: 512
PALAVRA: letters                       	Qtde: 96
PALAVRA: level                         	Qtde: 16
PALAVRA: liability                     	Qtde: 48
PALAVRA: liable                        	Qtde: 16
PALAVRA: liberal                       	Qtde: 16
PALAVRA: library                       	Qtde: 32
PALAVRA: license                       	Qtde: 240
PALAVRA: licensed                      	Qtde: 16
PALAVRA: lichens                       	Qtde: 16
PALAVRA: lids                          	Qtde: 16
PALAVRA: lie                           	Qtde: 128
PALAVRA: lied                          	Qtde: 32
PALAVRA: lies                          	Qtde: 80
PALAVRA: lieu                          	Qtde: 32
PALAVRA: life                          	Qtde: 608
PALAVRA: lifeless                      	Qtde: 16
PALAVRA: lifetime                      	Qtde: 16
PALAVRA: lift                          	Qtde: 16
PALAVRA: lifted                        	Qtde: 48
PALAVRA: light                         	Qtde: 912
PALAVRA: lightbut                      	Qtde: 16
PALAVRA: lighted                       	Qtde: 32
PALAVRA: lighter                       	Qtde: 32
PALAVRA: lighting                      	Qtde: 48
PALAVRA: lightly                       	Qtde: 48
PALAVRA: lights                        	Qtde: 16
PALAVRA: like                          	Qtde: 832
PALAVRA: liked                         	Qtde: 32
PALAVRA: likely                        	Qtde: 176
PALAVRA: likes                         	Qtde: 16
PALAVRA: limb                          	Qtde: 16
PALAVRA: limbs                         	Qtde: 16
PALAVRA: limitation                    	Qtde: 48
PALAVRA: limited                       	Qtde: 112
PALAVRA: limits                        	Qtde: 32
PALAVRA: limp                          	Qtde: 32
PALAVRA: line                          	Qtde: 208
PALAVRA: lined                         	Qtde: 16
PALAVRA: linen                         	Qtde: 32
PALAVRA: lines                         	Qtde: 48
PALAVRA: linked                        	Qtde: 16
PALAVRA: links                         	Qtde: 64
PALAVRA: lintel                        	Qtde: 16
PALAVRA: lioness                       	Qtde: 16
PALAVRA: lip                           	Qtde: 16
PALAVRA: lips                          	Qtde: 112
PALAVRA: lisp                          	Qtde: 16
PALAVRA: lisping                       	Qtde: 16
PALAVRA: list                          	Qtde: 32
PALAVRA: listen                        	Qtde: 32
PALAVRA: listened                      	Qtde: 80
PALAVRA: lit                           	Qtde: 16
PALAVRA: literary                      	Qtde: 208
PALAVRA: litigation                    	Qtde: 16
PALAVRA: litter                        	Qtde: 16
PALAVRA: littered                      	Qtde: 16
PALAVRA: little                        	Qtde: 896
PALAVRA: live                          	Qtde: 144
PALAVRA: lived                         	Qtde: 224
PALAVRA: lively                        	Qtde: 32
PALAVRA: lives                         	Qtde: 96
PALAVRA: livid                         	Qtde: 16
PALAVRA: living                        	Qtde: 112
PALAVRA: loaf                          	Qtde: 32
PALAVRA: loath                         	Qtde: 16
PALAVRA: local                         	Qtde: 80
PALAVRA: localize                      	Qtde: 16
PALAVRA: located                       	Qtde: 64
PALAVRA: locations                     	Qtde: 32
PALAVRA: lock                          	Qtde: 64
PALAVRA: locked                        	Qtde: 16
PALAVRA: lodge                         	Qtde: 32
PALAVRA: lodged                        	Qtde: 16
PALAVRA: lodgegates                    	Qtde: 16
PALAVRA: loft                          	Qtde: 48
PALAVRA: lofty                         	Qtde: 16
PALAVRA: logfire                       	Qtde: 16
PALAVRA: logical                       	Qtde: 32
PALAVRA: loiter                        	Qtde: 16
PALAVRA: loiterers                     	Qtde: 16
PALAVRA: london                        	Qtde: 784
PALAVRA: loneliness                    	Qtde: 16
PALAVRA: lonely                        	Qtde: 192
PALAVRA: long                          	Qtde: 1120
PALAVRA: longer                        	Qtde: 48
PALAVRA: longstanding                  	Qtde: 16
PALAVRA: look                          	Qtde: 448
PALAVRA: looked                        	Qtde: 752
PALAVRA: looking                       	Qtde: 240
PALAVRA: loom                          	Qtde: 16
PALAVRA: loomed                        	Qtde: 16
PALAVRA: loopholes                     	Qtde: 16
PALAVRA: loose                         	Qtde: 80
PALAVRA: loosed                        	Qtde: 16
PALAVRA: looseness                     	Qtde: 16
PALAVRA: lord                          	Qtde: 16
PALAVRA: lose                          	Qtde: 96
PALAVRA: losing                        	Qtde: 16
PALAVRA: loss                          	Qtde: 64
PALAVRA: lost                          	Qtde: 160
PALAVRA: lot                           	Qtde: 16
PALAVRA: loud                          	Qtde: 32
PALAVRA: louder                        	Qtde: 64
PALAVRA: loudly                        	Qtde: 16
PALAVRA: love                          	Qtde: 240
PALAVRA: loved                         	Qtde: 48
PALAVRA: lovelocks                     	Qtde: 16
PALAVRA: lovely                        	Qtde: 16
PALAVRA: lovers                        	Qtde: 16
PALAVRA: low                           	Qtde: 288
PALAVRA: lower                         	Qtde: 128
PALAVRA: lowered                       	Qtde: 16
PALAVRA: luck                          	Qtde: 80
PALAVRA: lucky                         	Qtde: 64
PALAVRA: luggage                       	Qtde: 64
PALAVRA: luminous                      	Qtde: 48
PALAVRA: lunch                         	Qtde: 80
PALAVRA: lunched                       	Qtde: 16
PALAVRA: luncheon                      	Qtde: 16
PALAVRA: lunching                      	Qtde: 16
PALAVRA: lure                          	Qtde: 16
PALAVRA: lurk                          	Qtde: 16
PALAVRA: lurked                        	Qtde: 32
PALAVRA: lurking                       	Qtde: 96
PALAVRA: lurks                         	Qtde: 16
PALAVRA: lush                          	Qtde: 32
PALAVRA: luxuriant                     	Qtde: 16
PALAVRA: lying                         	Qtde: 80
PALAVRA: lyons                         	Qtde: 320
PALAVRA: lyonsher                      	Qtde: 16
PALAVRA: lyonsit                       	Qtde: 16
PALAVRA: machine                       	Qtde: 16
PALAVRA: mad                           	Qtde: 32
PALAVRA: madam                         	Qtde: 64
PALAVRA: maddest                       	Qtde: 16
PALAVRA: made                          	Qtde: 880
PALAVRA: madly                         	Qtde: 16
PALAVRA: madman                        	Qtde: 16
PALAVRA: magnates                      	Qtde: 16
PALAVRA: maid                          	Qtde: 80
PALAVRA: maiden                        	Qtde: 64
PALAVRA: maids                         	Qtde: 16
PALAVRA: main                          	Qtde: 16
PALAVRA: maintaining                   	Qtde: 16
PALAVRA: make                          	Qtde: 784
PALAVRA: makes                         	Qtde: 48
PALAVRA: making                        	Qtde: 128
PALAVRA: malevolent                    	Qtde: 16
PALAVRA: malignancy                    	Qtde: 16
PALAVRA: malignant                     	Qtde: 32
PALAVRA: malignantly                   	Qtde: 16
PALAVRA: man                           	Qtde: 3200
PALAVRA: manage                        	Qtde: 16
PALAVRA: managed                       	Qtde: 16
PALAVRA: management                    	Qtde: 32
PALAVRA: manager                       	Qtde: 48
PALAVRA: mangled                       	Qtde: 16
PALAVRA: mangles                       	Qtde: 16
PALAVRA: manifesting                   	Qtde: 16
PALAVRA: manner                        	Qtde: 128
PALAVRA: manno                         	Qtde: 16
PALAVRA: manor                         	Qtde: 16
PALAVRA: manorial                      	Qtde: 16
PALAVRA: mans                          	Qtde: 208
PALAVRA: manservant                    	Qtde: 64
PALAVRA: manuscript                    	Qtde: 80
PALAVRA: many                          	Qtde: 352
PALAVRA: map                           	Qtde: 32
PALAVRA: marble                        	Qtde: 16
PALAVRA: march                         	Qtde: 16
PALAVRA: marcinis                      	Qtde: 16
PALAVRA: mare                          	Qtde: 64
PALAVRA: marestails                    	Qtde: 16
PALAVRA: mark                          	Qtde: 128
PALAVRA: marked                        	Qtde: 144
PALAVRA: marking                       	Qtde: 16
PALAVRA: marks                         	Qtde: 144
PALAVRA: marred                        	Qtde: 16
PALAVRA: marriage                      	Qtde: 80
PALAVRA: married                       	Qtde: 112
PALAVRA: marry                         	Qtde: 48
PALAVRA: marvel                        	Qtde: 16
PALAVRA: marvellous                    	Qtde: 16
PALAVRA: mask                          	Qtde: 16
PALAVRA: masked                        	Qtde: 16
PALAVRA: master                        	Qtde: 192
PALAVRA: mastered                      	Qtde: 16
PALAVRA: masterful                     	Qtde: 48
PALAVRA: masters                       	Qtde: 64
PALAVRA: mastiff                       	Qtde: 48
PALAVRA: match                         	Qtde: 48
PALAVRA: material                      	Qtde: 80
PALAVRA: matted                        	Qtde: 16
PALAVRA: matter                        	Qtde: 784
PALAVRA: matters                       	Qtde: 48
PALAVRA: maxillary                     	Qtde: 16
PALAVRA: maximum                       	Qtde: 16
PALAVRA: may                           	Qtde: 1872
PALAVRA: mayor                         	Qtde: 16
PALAVRA: maze                          	Qtde: 16
PALAVRA: me                            	Qtde: 5168
PALAVRA: meal                          	Qtde: 16
PALAVRA: mean                          	Qtde: 304
PALAVRA: meaning                       	Qtde: 48
PALAVRA: means                         	Qtde: 336
PALAVRA: meant                         	Qtde: 176
PALAVRA: meanwhile                     	Qtde: 32
PALAVRA: measures                      	Qtde: 16
PALAVRA: meat                          	Qtde: 16
PALAVRA: mechanical                    	Qtde: 16
PALAVRA: medical                       	Qtde: 144
PALAVRA: medium                        	Qtde: 80
PALAVRA: meekly                        	Qtde: 16
PALAVRA: meekmannered                  	Qtde: 16
PALAVRA: meet                          	Qtde: 208
PALAVRA: meeting                       	Qtde: 16
PALAVRA: meets                         	Qtde: 16
PALAVRA: melan                         	Qtde: 16
PALAVRA: melancholy                    	Qtde: 160
PALAVRA: mellow                        	Qtde: 16
PALAVRA: member                        	Qtde: 32
PALAVRA: members                       	Qtde: 16
PALAVRA: memories                      	Qtde: 16
PALAVRA: memory                        	Qtde: 96
PALAVRA: men                           	Qtde: 224
PALAVRA: menacing                      	Qtde: 32
PALAVRA: mental                        	Qtde: 32
PALAVRA: mention                       	Qtde: 96
PALAVRA: mentioned                     	Qtde: 128
PALAVRA: mepeace                       	Qtde: 16
PALAVRA: merchantibility               	Qtde: 16
PALAVRA: mercury                       	Qtde: 16
PALAVRA: mercy                         	Qtde: 64
PALAVRA: mere                          	Qtde: 64
PALAVRA: merely                        	Qtde: 64
PALAVRA: merged                        	Qtde: 16
PALAVRA: merriment                     	Qtde: 16
PALAVRA: merripit                      	Qtde: 256
PALAVRA: meshes                        	Qtde: 32
PALAVRA: message                       	Qtde: 192
PALAVRA: messenger                     	Qtde: 48
PALAVRA: met                           	Qtde: 272
PALAVRA: methe                         	Qtde: 16
PALAVRA: method                        	Qtde: 48
PALAVRA: methods                       	Qtde: 80
PALAVRA: mexborough                    	Qtde: 16
PALAVRA: meyers                        	Qtde: 16
PALAVRA: meyou                         	Qtde: 16
PALAVRA: miasmatic                     	Qtde: 16
PALAVRA: michael                       	Qtde: 32
PALAVRA: michaelmas                    	Qtde: 16
PALAVRA: middevon                      	Qtde: 16
PALAVRA: middle                        	Qtde: 144
PALAVRA: middleaged                    	Qtde: 32
PALAVRA: middletons                    	Qtde: 16
PALAVRA: might                         	Qtde: 1408
PALAVRA: mighty                        	Qtde: 48
PALAVRA: mild                          	Qtde: 16
PALAVRA: mile                          	Qtde: 64
PALAVRA: miles                         	Qtde: 176
PALAVRA: million                       	Qtde: 16
PALAVRA: millions                      	Qtde: 16
PALAVRA: mind                          	Qtde: 720
PALAVRA: minds                         	Qtde: 96
PALAVRA: mine                          	Qtde: 192
PALAVRA: miners                        	Qtde: 16
PALAVRA: mingled                       	Qtde: 16
PALAVRA: minister                      	Qtde: 16
PALAVRA: minstrels                     	Qtde: 16
PALAVRA: minute                        	Qtde: 80
PALAVRA: minutes                       	Qtde: 208
PALAVRA: mire                          	Qtde: 400
PALAVRA: miry                          	Qtde: 16
PALAVRA: miscalculation                	Qtde: 16
PALAVRA: miscarried                    	Qtde: 16
PALAVRA: mischief                      	Qtde: 48
PALAVRA: mischievous                   	Qtde: 16
PALAVRA: miserable                     	Qtde: 16
PALAVRA: misery                        	Qtde: 16
PALAVRA: misfortune                    	Qtde: 48
PALAVRA: mislaid                       	Qtde: 32
PALAVRA: miss                          	Qtde: 256
PALAVRA: missed                        	Qtde: 32
PALAVRA: missing                       	Qtde: 128
PALAVRA: mission                       	Qtde: 160
PALAVRA: mississippi                   	Qtde: 16
PALAVRA: mist                          	Qtde: 16
PALAVRA: mistake                       	Qtde: 80
PALAVRA: mistaken                      	Qtde: 64
PALAVRA: mister                        	Qtde: 16
PALAVRA: mistera                       	Qtde: 16
PALAVRA: mistress                      	Qtde: 16
PALAVRA: mixture                       	Qtde: 32
PALAVRA: mlle                          	Qtde: 32
PALAVRA: mme                           	Qtde: 16
PALAVRA: moan                          	Qtde: 64
PALAVRA: moaned                        	Qtde: 16
PALAVRA: moaning                       	Qtde: 32
PALAVRA: moderate                      	Qtde: 16
PALAVRA: modern                        	Qtde: 144
PALAVRA: modest                        	Qtde: 16
PALAVRA: modification                  	Qtde: 16
PALAVRA: modified                      	Qtde: 16
PALAVRA: moment                        	Qtde: 416
PALAVRA: moments                       	Qtde: 32
PALAVRA: money                         	Qtde: 144
PALAVRA: monkey                        	Qtde: 16
PALAVRA: monograph                     	Qtde: 16
PALAVRA: monoliths                     	Qtde: 16
PALAVRA: monotonous                    	Qtde: 16
PALAVRA: monsieur                      	Qtde: 16
PALAVRA: monstrous                     	Qtde: 48
PALAVRA: months                        	Qtde: 128
PALAVRA: montpensier                   	Qtde: 16
PALAVRA: mood                          	Qtde: 16
PALAVRA: moon                          	Qtde: 240
PALAVRA: moonlight                     	Qtde: 64
PALAVRA: moor                          	Qtde: 2512
PALAVRA: moorgate                      	Qtde: 112
PALAVRA: moorland                      	Qtde: 128
PALAVRA: moorlands                     	Qtde: 32
PALAVRA: moorpath                      	Qtde: 16
PALAVRA: moping                        	Qtde: 16
PALAVRA: morass                        	Qtde: 48
PALAVRA: more                          	Qtde: 2208
PALAVRA: morland                       	Qtde: 32
PALAVRA: morning                       	Qtde: 720
PALAVRA: mornings                      	Qtde: 32
PALAVRA: mortal                        	Qtde: 64
PALAVRA: mortimer                      	Qtde: 1376
PALAVRA: mortimerand                   	Qtde: 16
PALAVRA: mortimers                     	Qtde: 64
PALAVRA: moss                          	Qtde: 16
PALAVRA: most                          	Qtde: 912
PALAVRA: mostand                       	Qtde: 16
PALAVRA: moth                          	Qtde: 48
PALAVRA: mother                        	Qtde: 16
PALAVRA: mothers                       	Qtde: 16
PALAVRA: moths                         	Qtde: 16
PALAVRA: motionless                    	Qtde: 48
PALAVRA: motive                        	Qtde: 80
PALAVRA: motives                       	Qtde: 16
PALAVRA: mottled                       	Qtde: 80
PALAVRA: mould                         	Qtde: 16
PALAVRA: mountain                      	Qtde: 16
PALAVRA: mounted                       	Qtde: 48
PALAVRA: mourn                         	Qtde: 16
PALAVRA: mourning                      	Qtde: 16
PALAVRA: mouth                         	Qtde: 96
PALAVRA: mouthful                      	Qtde: 16
PALAVRA: move                          	Qtde: 144
PALAVRA: moved                         	Qtde: 80
PALAVRA: movement                      	Qtde: 32
PALAVRA: movements                     	Qtde: 64
PALAVRA: moves                         	Qtde: 16
PALAVRA: moving                        	Qtde: 96
PALAVRA: mr                            	Qtde: 1008
PALAVRA: mrcs                          	Qtde: 48
PALAVRA: mrs                           	Qtde: 576
PALAVRA: much                          	Qtde: 1232
PALAVRA: muchand                       	Qtde: 16
PALAVRA: mud                           	Qtde: 48
PALAVRA: muffled                       	Qtde: 32
PALAVRA: mullioned                     	Qtde: 32
PALAVRA: murder                        	Qtde: 96
PALAVRA: murderedthe                   	Qtde: 16
PALAVRA: murderer                      	Qtde: 48
PALAVRA: murderous                     	Qtde: 32
PALAVRA: murders                       	Qtde: 16
PALAVRA: murmur                        	Qtde: 48
PALAVRA: murphy                        	Qtde: 16
PALAVRA: museum                        	Qtde: 64
PALAVRA: musical                       	Qtde: 16
PALAVRA: must                          	Qtde: 1552
PALAVRA: mute                          	Qtde: 16
PALAVRA: mutilated                     	Qtde: 16
PALAVRA: mutter                        	Qtde: 16
PALAVRA: muttered                      	Qtde: 32
PALAVRA: mutual                        	Qtde: 48
PALAVRA: muzzle                        	Qtde: 64
PALAVRA: my                            	Qtde: 7616
PALAVRA: myself                        	Qtde: 432
PALAVRA: mysteries                     	Qtde: 64
PALAVRA: mysterious                    	Qtde: 64
PALAVRA: mystery                       	Qtde: 144
PALAVRA: nails                         	Qtde: 16
PALAVRA: nailscissors                  	Qtde: 16
PALAVRA: naked                         	Qtde: 16
PALAVRA: name                          	Qtde: 736
PALAVRA: named                         	Qtde: 64
PALAVRA: names                         	Qtde: 64
PALAVRA: narrative                     	Qtde: 144
PALAVRA: narrow                        	Qtde: 96
PALAVRA: natural                       	Qtde: 144
PALAVRA: naturalist                    	Qtde: 112
PALAVRA: naturalists                   	Qtde: 16
PALAVRA: naturaliststapleton           	Qtde: 16
PALAVRA: naturally                     	Qtde: 96
PALAVRA: nature                        	Qtde: 240
PALAVRA: near                          	Qtde: 272
PALAVRA: nearer                        	Qtde: 96
PALAVRA: nearest                       	Qtde: 32
PALAVRA: nearly                        	Qtde: 112
PALAVRA: necessarily                   	Qtde: 16
PALAVRA: necessary                     	Qtde: 112
PALAVRA: neck                          	Qtde: 96
PALAVRA: need                          	Qtde: 160
PALAVRA: needed                        	Qtde: 48
PALAVRA: needs                         	Qtde: 64
PALAVRA: negative                      	Qtde: 16
PALAVRA: neglected                     	Qtde: 32
PALAVRA: negligence                    	Qtde: 16
PALAVRA: negro                         	Qtde: 32
PALAVRA: neighbour                     	Qtde: 96
PALAVRA: neighbourhood                 	Qtde: 32
PALAVRA: neighbours                    	Qtde: 144
PALAVRA: neither                       	Qtde: 48
PALAVRA: neolithic                     	Qtde: 48
PALAVRA: nephew                        	Qtde: 16
PALAVRA: nerve                         	Qtde: 80
PALAVRA: nerves                        	Qtde: 192
PALAVRA: nervous                       	Qtde: 32
PALAVRA: nervously                     	Qtde: 16
PALAVRA: net                           	Qtde: 112
PALAVRA: nets                          	Qtde: 80
PALAVRA: network                       	Qtde: 16
PALAVRA: neutral                       	Qtde: 16
PALAVRA: never                         	Qtde: 1040
PALAVRA: new                           	Qtde: 416
PALAVRA: newby                         	Qtde: 16
PALAVRA: newcastle                     	Qtde: 16
PALAVRA: newcomer                      	Qtde: 16
PALAVRA: news                          	Qtde: 64
PALAVRA: newsletter                    	Qtde: 16
PALAVRA: newspaper                     	Qtde: 48
PALAVRA: next                          	Qtde: 368
PALAVRA: nextofkin                     	Qtde: 16
PALAVRA: niches                        	Qtde: 16
PALAVRA: night                         	Qtde: 1120
PALAVRA: nightly                       	Qtde: 16
PALAVRA: nights                        	Qtde: 112
PALAVRA: nine                          	Qtde: 32
PALAVRA: nipped                        	Qtde: 16
PALAVRA: no                            	Qtde: 4352
PALAVRA: nobody                        	Qtde: 16
PALAVRA: nocturnal                     	Qtde: 16
PALAVRA: noise                         	Qtde: 32
PALAVRA: noiselessly                   	Qtde: 16
PALAVRA: noises                        	Qtde: 32
PALAVRA: noisy                         	Qtde: 16
PALAVRA: non                           	Qtde: 16
PALAVRA: none                          	Qtde: 240
PALAVRA: nonpareil                     	Qtde: 16
PALAVRA: nonproprietary                	Qtde: 16
PALAVRA: nonsense                      	Qtde: 32
PALAVRA: noor                          	Qtde: 16
PALAVRA: nor                           	Qtde: 144
PALAVRA: north                         	Qtde: 96
PALAVRA: northumberland                	Qtde: 128
PALAVRA: nose                          	Qtde: 16
PALAVRA: nostrils                      	Qtde: 16
PALAVRA: not                           	Qtde: 6288
PALAVRA: notdont                       	Qtde: 16
PALAVRA: note                          	Qtde: 80
PALAVRA: noted                         	Qtde: 32
PALAVRA: notes                         	Qtde: 64
PALAVRA: nothing                       	Qtde: 928
PALAVRA: nothingnothing                	Qtde: 32
PALAVRA: notice                        	Qtde: 160
PALAVRA: noticed                       	Qtde: 32
PALAVRA: notifies                      	Qtde: 16
PALAVRA: noting                        	Qtde: 16
PALAVRA: notion                        	Qtde: 16
PALAVRA: notorious                     	Qtde: 16
PALAVRA: notting                       	Qtde: 32
PALAVRA: nouveaux                      	Qtde: 16
PALAVRA: novel                         	Qtde: 16
PALAVRA: november                      	Qtde: 16
PALAVRA: now                           	Qtde: 1856
PALAVRA: nowhere                       	Qtde: 32
PALAVRA: nowso                         	Qtde: 16
PALAVRA: numb                          	Qtde: 16
PALAVRA: number                        	Qtde: 176
PALAVRA: numerous                      	Qtde: 48
PALAVRA: nursed                        	Qtde: 16
PALAVRA: nursery                       	Qtde: 16
PALAVRA: o                             	Qtde: 16
PALAVRA: oak                           	Qtde: 48
PALAVRA: oaks                          	Qtde: 16
PALAVRA: oaths                         	Qtde: 16
PALAVRA: obedience                     	Qtde: 16
PALAVRA: obeyed                        	Qtde: 16
PALAVRA: object                        	Qtde: 240
PALAVRA: objection                     	Qtde: 32
PALAVRA: oblige                        	Qtde: 16
PALAVRA: obliged                       	Qtde: 16
PALAVRA: obscene                       	Qtde: 16
PALAVRA: observation                   	Qtde: 16
PALAVRA: observations                  	Qtde: 32
PALAVRA: observe                       	Qtde: 160
PALAVRA: observed                      	Qtde: 176
PALAVRA: observes                      	Qtde: 16
PALAVRA: observing                     	Qtde: 16
PALAVRA: obsolete                      	Qtde: 16
PALAVRA: obstacles                     	Qtde: 16
PALAVRA: obtain                        	Qtde: 96
PALAVRA: obtained                      	Qtde: 32
PALAVRA: obtaining                     	Qtde: 48
PALAVRA: obvious                       	Qtde: 160
PALAVRA: obviously                     	Qtde: 48
PALAVRA: occasion                      	Qtde: 128
PALAVRA: occasional                    	Qtde: 32
PALAVRA: occasionally                  	Qtde: 16
PALAVRA: occasions                     	Qtde: 48
PALAVRA: occupant                      	Qtde: 16
PALAVRA: occupation                    	Qtde: 16
PALAVRA: occupied                      	Qtde: 16
PALAVRA: occupy                        	Qtde: 16
PALAVRA: occur                         	Qtde: 32
PALAVRA: occurred                      	Qtde: 208
PALAVRA: occurrences                   	Qtde: 16
PALAVRA: occurring                     	Qtde: 16
PALAVRA: ocean                         	Qtde: 16
PALAVRA: oclock                        	Qtde: 144
PALAVRA: oct                           	Qtde: 16
PALAVRA: october                       	Qtde: 80
PALAVRA: odds                          	Qtde: 32
PALAVRA: odour                         	Qtde: 16
PALAVRA: of                            	Qtde: 27488
PALAVRA: off                           	Qtde: 592
PALAVRA: offer                         	Qtde: 48
PALAVRA: offered                       	Qtde: 80
PALAVRA: offers                        	Qtde: 32
PALAVRA: office                        	Qtde: 96
PALAVRA: officeand                     	Qtde: 16
PALAVRA: officer                       	Qtde: 16
PALAVRA: offices                       	Qtde: 32
PALAVRA: official                      	Qtde: 64
PALAVRA: offof                         	Qtde: 16
PALAVRA: often                         	Qtde: 96
PALAVRA: oh                            	Qtde: 176
PALAVRA: old                           	Qtde: 1056
PALAVRA: older                         	Qtde: 32
PALAVRA: oldfashioned                  	Qtde: 32
PALAVRA: oldmore                       	Qtde: 32
PALAVRA: oldtime                       	Qtde: 16
PALAVRA: oldworld                      	Qtde: 16
PALAVRA: olive                         	Qtde: 16
PALAVRA: olivers                       	Qtde: 16
PALAVRA: on                            	Qtde: 3936
PALAVRA: once                          	Qtde: 864
PALAVRA: one                           	Qtde: 3856
PALAVRA: oneonly                       	Qtde: 16
PALAVRA: onerous                       	Qtde: 16
PALAVRA: ones                          	Qtde: 96
PALAVRA: onethe                        	Qtde: 32
PALAVRA: online                        	Qtde: 64
PALAVRA: only                          	Qtde: 1568
PALAVRA: onto                          	Qtde: 16
PALAVRA: onward                        	Qtde: 96
PALAVRA: oozed                         	Qtde: 16
PALAVRA: open                          	Qtde: 192
PALAVRA: opened                        	Qtde: 240
PALAVRA: opening                       	Qtde: 96
PALAVRA: openly                        	Qtde: 32
PALAVRA: opens                         	Qtde: 16
PALAVRA: opinion                       	Qtde: 112
PALAVRA: opponent                      	Qtde: 16
PALAVRA: opponents                     	Qtde: 16
PALAVRA: opportunities                 	Qtde: 32
PALAVRA: opportunity                   	Qtde: 128
PALAVRA: opposite                      	Qtde: 48
PALAVRA: opposition                    	Qtde: 32
PALAVRA: or                            	Qtde: 3280
PALAVRA: orchard                       	Qtde: 80
PALAVRA: orchid                        	Qtde: 16
PALAVRA: orchids                       	Qtde: 32
PALAVRA: ordeal                        	Qtde: 32
PALAVRA: order                         	Qtde: 128
PALAVRA: ordered                       	Qtde: 32
PALAVRA: orders                        	Qtde: 48
PALAVRA: ordinary                      	Qtde: 112
PALAVRA: ordnance                      	Qtde: 16
PALAVRA: organic                       	Qtde: 16
PALAVRA: organized                     	Qtde: 16
PALAVRA: origin                        	Qtde: 32
PALAVRA: original                      	Qtde: 48
PALAVRA: originally                    	Qtde: 16
PALAVRA: originator                    	Qtde: 16
PALAVRA: ornament                      	Qtde: 16
PALAVRA: other                         	Qtde: 1312
PALAVRA: others                        	Qtde: 112
PALAVRA: otherwise                     	Qtde: 48
PALAVRA: ought                         	Qtde: 48
PALAVRA: our                           	Qtde: 3344
PALAVRA: ourselves                     	Qtde: 208
PALAVRA: out                           	Qtde: 2688
PALAVRA: outburst                      	Qtde: 32
PALAVRA: outcome                       	Qtde: 16
PALAVRA: outdated                      	Qtde: 16
PALAVRA: outfit                        	Qtde: 16
PALAVRA: outhouse                      	Qtde: 48
PALAVRA: outline                       	Qtde: 80
PALAVRA: outlined                      	Qtde: 64
PALAVRA: outlook                       	Qtde: 16
PALAVRA: outlying                      	Qtde: 48
PALAVRA: outpaced                      	Qtde: 32
